customer_id,age,annual_income,spending_score,total_purchases,avg_purchase_value,customer_lifetime_value,registration_date,last_purchase_date,customer_type,preferred_categories
421,58,80279,90,26,547.05,13111.0,2024-05-22 00:14:41.330575,2024-06-14 00:14:41.330575,New,Clothing
422,53,73028,11,5,158.11,695.08,2024-01-25 00:14:41.330575,2024-02-07 00:14:41.330575,New,Sports
423,50,124263,99,99,386.88,31647.33,2020-07-16 00:14:41.330575,2023-09-28 00:14:41.330575,New,Beauty
424,21,20126,72,61,420.33,29610.45,2023-09-29 00:14:41.330575,2023-11-24 00:14:41.330575,VIP,"Home & Garden, Sports"
425,50,72329,78,92,756.29,67347.95,2021-11-12 00:14:41.330575,2023-11-04 00:14:41.330575,New,"Books, Clothing"
426,31,47632,74,93,30.46,2829.26,2024-02-11 00:14:41.330575,2024-02-22 00:14:41.330575,Regular,Electronics
427,38,129945,66,9,276.33,2901.74,2022-01-23 00:14:41.330575,2022-08-20 00:14:41.330575,New,"Clothing, Electronics"
428,65,75176,46,50,522.42,29007.79,2020-12-17 00:14:41.330575,2022-05-29 00:14:41.330575,VIP,"Beauty, Books, Home & Garden"
429,37,195399,9,6,276.16,1412.06,2022-08-17 00:14:41.330575,2023-07-26 00:14:41.330575,New,Sports
430,73,154869,3,83,632.15,53841.44,2021-05-19 00:14:41.330575,2021-12-13 00:14:41.330575,VIP,"Books, Electronics, Home & Garden"
431,25,198954,85,60,487.05,28547.98,2019-09-15 00:14:41.330575,2021-06-16 00:14:41.330575,Regular,"Beauty, Sports, Clothing"
432,24,164790,26,44,368.09,18121.41,2023-09-05 00:14:41.330575,2024-08-04 00:14:41.330575,New,"Books, Home & Garden, Clothing"
433,20,54560,72,11,949.72,11383.94,2022-07-10 00:14:41.330575,2023-04-23 00:14:41.330575,VIP,"Home & Garden, Electronics, Books"
434,34,96589,48,66,635.84,45161.62,2021-07-27 00:14:41.330575,2022-04-04 00:14:41.330575,Regular,Home & Garden
435,50,42116,66,47,138.64,6100.47,2022-05-02 00:14:41.330575,2023-01-21 00:14:41.330575,New,"Sports, Clothing"
436,65,187316,70,73,564.49,46234.52,2019-12-24 00:14:41.330575,2020-09-19 00:14:41.330575,Regular,"Electronics, Sports, Clothing"
437,29,152717,28,85,782.92,54633.18,2020-04-18 00:14:41.330575,2022-10-24 00:14:41.330575,VIP,"Clothing, Sports, Electronics"
438,76,198595,93,88,711.4,54079.77,2020-02-20 00:14:41.330575,2021-04-13 00:14:41.330575,Regular,Home & Garden
439,68,144085,26,98,180.37,16514.03,2020-06-23 00:14:41.330575,2022-08-26 00:14:41.330575,Regular,"Sports, Electronics"
440,39,137718,25,86,972.7,69491.8,2020-03-09 00:14:41.330575,2023-07-26 00:14:41.330575,Regular,Books
441,72,39256,12,3,454.33,1218.51,2020-11-01 00:14:41.330575,2024-08-20 00:14:41.330575,Regular,"Home & Garden, Beauty, Clothing"
442,39,120158,5,76,167.43,14405.11,2022-05-06 00:14:41.330575,2022-07-20 00:14:41.330575,VIP,"Clothing, Electronics, Sports"
443,63,188502,98,92,188.39,20439.5,2022-09-09 00:14:41.330575,2024-06-29 00:14:41.330575,Regular,"Beauty, Clothing"
444,47,190354,48,30,107.25,2966.02,2021-06-21 00:14:41.330575,2023-06-15 00:14:41.330575,New,Home & Garden
445,55,139719,37,90,805.48,65664.8,2022-03-09 00:14:41.330575,2023-05-15 00:14:41.330575,VIP,"Home & Garden, Sports"
446,55,88244,79,21,130.81,2505.16,2022-12-21 00:14:41.330575,2023-04-08 00:14:41.330575,New,"Clothing, Books, Beauty"
447,62,162766,44,28,133.87,3415.08,2021-01-13 00:14:41.330575,2022-10-15 00:14:41.330575,New,"Books, Sports, Beauty"
448,68,76264,100,90,851.97,62443.85,2024-08-28 00:14:41.330575,2024-08-29 00:14:41.330575,Regular,Beauty
449,71,77545,15,62,351.16,25489.84,2021-10-03 00:14:41.330575,2022-10-16 00:14:41.330575,Regular,"Clothing, Electronics, Books"
450,25,59224,43,33,40.55,1184.9,2022-01-15 00:14:41.330575,2024-04-20 00:14:41.330575,New,"Sports, Beauty, Clothing"
451,44,117945,48,85,61.38,5050.35,2021-12-06 00:14:41.330575,2022-03-11 00:14:41.330575,Regular,Electronics
452,44,33224,87,35,150.75,4241.44,2024-05-30 00:14:41.330575,2024-07-30 00:14:41.330575,Regular,Beauty
453,51,60738,70,52,221.26,13152.9,2019-11-12 00:14:41.330575,2020-02-22 00:14:41.330575,Regular,"Home & Garden, Clothing"
454,38,176222,46,34,668.49,24830.22,2020-05-07 00:14:41.330575,2022-10-15 00:14:41.330575,VIP,"Clothing, Beauty, Electronics"
455,47,83731,43,41,165.75,8010.17,2020-01-26 00:14:41.330575,2022-05-28 00:14:41.330575,Regular,Home & Garden
456,50,159649,21,51,127.69,7245.76,2024-03-01 00:14:41.330575,2024-07-24 00:14:41.330575,New,Books
457,45,28070,23,47,767.07,33365.77,2024-08-05 00:14:41.330575,2024-08-20 00:14:41.330575,New,"Clothing, Beauty"
458,64,146161,80,82,674.34,49719.25,2023-04-14 00:14:41.330575,2024-06-16 00:14:41.330575,VIP,Clothing
459,50,28666,47,58,440.97,27599.0,2021-04-06 00:14:41.330575,2024-02-20 00:14:41.330575,New,"Electronics, Beauty"
460,22,77761,15,75,553.82,39278.79,2020-12-15 00:14:41.330575,2022-05-28 00:14:41.330575,Regular,Beauty
461,77,56368,25,57,318.86,18656.4,2023-11-10 00:14:41.330575,2024-04-24 00:14:41.330575,Regular,Books
462,78,157855,36,23,487.68,9001.39,2020-03-13 00:14:41.330575,2022-11-26 00:14:41.330575,Regular,"Beauty, Home & Garden, Electronics"
463,65,61914,75,48,511.61,20253.72,2022-08-29 00:14:41.330575,2022-11-18 00:14:41.330575,New,Beauty
464,36,147738,51,22,393.36,8776.35,2021-01-08 00:14:41.330575,2022-03-11 00:14:41.330575,Regular,Sports
465,21,87526,15,17,907.51,15835.4,2019-10-24 00:14:41.330575,2024-03-18 00:14:41.330575,Regular,Books
466,52,196837,68,69,25.9,1966.85,2022-01-31 00:14:41.330575,2024-05-01 00:14:41.330575,VIP,Clothing
467,66,39956,21,11,784.35,7357.71,2020-08-30 00:14:41.330575,2023-11-28 00:14:41.330575,New,"Clothing, Sports, Books"
468,34,66240,13,94,133.14,12581.16,2024-08-27 00:14:41.330575,2024-08-30 00:14:41.330575,Regular,"Home & Garden, Beauty"
469,61,141008,86,15,799.57,10527.69,2022-03-07 00:14:41.330575,2023-04-12 00:14:41.330575,Regular,"Home & Garden, Clothing"
470,45,188220,19,91,619.75,47220.2,2020-12-19 00:14:41.330575,2023-11-15 00:14:41.330575,Regular,"Electronics, Sports"
471,47,114270,34,35,844.85,28511.1,2021-02-04 00:14:41.330575,2022-06-29 00:14:41.330575,Regular,"Clothing, Electronics, Home & Garden"
472,46,24757,78,33,106.54,3042.36,2024-07-24 00:14:41.330575,2024-08-01 00:14:41.330575,New,Books
473,63,39097,68,84,563.39,42058.12,2023-08-27 00:14:41.330575,2024-03-14 00:14:41.330575,New,"Sports, Electronics"
474,70,161467,52,16,506.08,7506.36,2023-04-16 00:14:41.330575,2024-08-21 00:14:41.330575,Regular,Clothing
475,23,167313,27,34,709.13,21789.92,2023-08-31 00:14:41.330575,2024-03-17 00:14:41.330575,Regular,Clothing
476,52,123892,29,66,538.95,29702.83,2024-05-18 00:14:41.330575,2024-07-07 00:14:41.330575,Regular,Beauty
477,77,178768,28,99,545.33,45131.88,2021-07-24 00:14:41.330575,2023-01-21 00:14:41.330575,New,"Home & Garden, Clothing, Beauty"
478,58,90480,35,40,435.3,15275.54,2023-01-06 00:14:41.330575,2024-08-21 00:14:41.330575,New,"Electronics, Beauty"
479,54,66163,8,28,315.75,7251.6,2022-10-28 00:14:41.330575,2023-11-20 00:14:41.330575,New,Books
480,41,39816,16,47,487.44,24068.52,2021-02-15 00:14:41.330575,2021-07-22 00:14:41.330575,New,Beauty
481,46,72853,36,39,127.31,4542.71,2023-08-07 00:14:41.330575,2023-08-10 00:14:41.330575,Regular,"Clothing, Sports, Beauty"
482,66,175989,30,70,961.9,61400.85,2021-12-20 00:14:41.330575,2022-06-04 00:14:41.330575,VIP,Beauty
483,63,116731,18,73,717.27,48842.03,2022-08-26 00:14:41.330575,2023-12-06 00:14:41.330575,New,"Electronics, Clothing, Sports"
484,70,172638,2,20,952.94,20299.88,2024-05-16 00:14:41.330575,2024-07-18 00:14:41.330575,Regular,"Clothing, Books, Beauty"
485,48,82823,49,1,234.46,269.22,2020-04-30 00:14:41.330575,2021-06-12 00:14:41.330575,New,Home & Garden
486,52,171878,77,72,880.55,69970.0,2023-06-26 00:14:41.330575,2024-08-10 00:14:41.330575,Regular,"Books, Electronics, Beauty"
487,77,21759,4,87,810.7,76950.04,2021-02-19 00:14:41.330575,2024-06-30 00:14:41.330575,New,"Home & Garden, Sports"
488,50,193021,90,63,680.38,42596.32,2023-07-11 00:14:41.330575,2024-01-20 00:14:41.330575,VIP,"Books, Home & Garden, Sports"
489,69,112374,89,67,628.78,45394.14,2023-08-27 00:14:41.330575,2024-04-17 00:14:41.330575,Regular,"Books, Home & Garden, Clothing"
490,80,153554,94,4,323.38,1320.82,2019-11-24 00:14:41.330575,2021-11-10 00:14:41.330575,VIP,"Sports, Electronics, Home & Garden"
491,78,44442,75,58,818.25,42071.97,2022-05-11 00:14:41.330575,2022-10-07 00:14:41.330575,VIP,"Home & Garden, Clothing, Books"
492,38,184791,7,25,506.5,11186.5,2024-05-19 00:14:41.330575,2024-06-18 00:14:41.330575,Regular,"Sports, Clothing, Beauty"
493,49,113501,95,47,80.18,3461.54,2022-04-10 00:14:41.330575,2023-01-13 00:14:41.330575,Regular,"Home & Garden, Beauty"
494,40,22079,74,38,319.73,14146.2,2021-05-05 00:14:41.330575,2023-07-29 00:14:41.330575,New,"Books, Home & Garden, Electronics"
495,50,153789,39,15,935.94,14305.36,2021-03-29 00:14:41.330575,2022-05-06 00:14:41.330575,Regular,"Clothing, Electronics"
496,20,79676,13,63,852.17,58709.75,2020-06-14 00:14:41.330575,2022-11-23 00:14:41.330575,VIP,"Books, Electronics"
497,35,179024,31,21,982.09,19358.07,2022-05-18 00:14:41.330575,2024-03-25 00:14:41.330575,New,Clothing
498,42,193532,71,99,631.71,60230.73,2023-12-08 00:14:41.330575,2024-02-13 00:14:41.330575,VIP,Beauty
499,59,110397,63,57,255.03,12359.49,2020-12-04 00:14:41.330575,2021-03-01 00:14:41.330575,Regular,"Electronics, Clothing"
500,48,92847,56,53,171.19,7880.12,2023-01-20 00:14:41.330575,2023-08-24 00:14:41.330575,VIP,"Home & Garden, Sports"
501,71,113607,42,46,195.05,10147.16,2020-01-06 00:14:41.330575,2020-01-06 00:14:41.330575,VIP,"Home & Garden, Books, Sports"
502,75,169521,61,14,29.6,428.46,2023-08-09 00:14:41.330575,2023-12-21 00:14:41.330575,Regular,"Books, Clothing, Electronics"
503,20,184608,42,100,396.78,37099.45,2023-11-03 00:14:41.330575,2024-05-05 00:14:41.330575,Regular,"Books, Electronics, Sports"
504,57,84077,56,76,199.51,16999.58,2020-10-31 00:14:41.330575,2024-08-05 00:14:41.330575,Regular,"Electronics, Sports, Beauty"
505,63,58258,36,17,417.54,6378.48,2021-03-09 00:14:41.330575,2021-07-26 00:14:41.330575,VIP,"Sports, Electronics, Beauty"
506,41,199374,84,39,935.64,43438.13,2021-05-04 00:14:41.330575,2023-01-11 00:14:41.330575,VIP,"Sports, Beauty, Electronics"
507,67,179937,68,9,436.23,3682.37,2023-12-17 00:14:41.330575,2024-04-27 00:14:41.330575,Regular,"Clothing, Home & Garden, Beauty"
508,49,157717,7,99,879.2,81376.57,2022-11-27 00:14:41.330575,2024-08-07 00:14:41.330575,Regular,"Beauty, Sports, Home & Garden"
509,64,139771,54,77,609.45,43397.04,2019-12-23 00:14:41.330575,2020-06-17 00:14:41.330575,Regular,"Books, Electronics"
510,39,58000,1,79,254.66,17077.17,2020-10-08 00:14:41.330575,2022-12-26 00:14:41.330575,VIP,"Beauty, Sports"
511,40,46737,44,82,362.3,25087.57,2024-07-20 00:14:41.330575,2024-08-26 00:14:41.330575,Regular,"Books, Sports"
512,19,31485,45,97,93.08,9563.64,2020-01-02 00:14:41.330575,2021-01-15 00:14:41.330575,VIP,"Sports, Home & Garden, Clothing"
513,80,58565,47,6,340.13,2346.99,2020-06-01 00:14:41.330575,2022-11-25 00:14:41.330575,Regular,"Books, Home & Garden"
514,44,176594,13,91,680.77,69149.18,2023-04-12 00:14:41.330575,2024-04-04 00:14:41.330575,New,"Sports, Clothing, Electronics"
515,59,139614,22,23,81.39,1603.24,2020-10-04 00:14:41.330575,2022-07-23 00:14:41.330575,Regular,"Books, Electronics"
516,19,85155,21,59,213.35,12817.16,2020-12-16 00:14:41.330575,2022-03-10 00:14:41.330575,Regular,"Home & Garden, Clothing, Sports"
517,43,72487,86,91,387.63,29709.33,2022-05-14 00:14:41.330575,2023-12-20 00:14:41.330575,New,Home & Garden
518,34,149948,92,98,982.23,78750.83,2023-01-15 00:14:41.330575,2024-04-21 00:14:41.330575,New,"Beauty, Sports, Home & Garden"
519,57,32342,9,46,787.01,38467.08,2022-10-10 00:14:41.330575,2023-01-25 00:14:41.330575,Regular,Sports
520,50,60806,26,38,736.15,28367.04,2023-09-05 00:14:41.330575,2024-01-04 00:14:41.330575,New,"Beauty, Home & Garden, Electronics"
521,26,68770,9,14,125.03,1457.77,2023-03-27 00:14:41.330575,2023-04-12 00:14:41.330575,Regular,"Beauty, Sports"
522,60,98623,15,100,783.19,63749.76,2024-01-11 00:14:41.330575,2024-07-24 00:14:41.330575,Regular,Electronics
523,71,123177,10,72,787.42,67800.79,2021-03-24 00:14:41.330575,2022-02-13 00:14:41.330575,VIP,"Books, Beauty"
524,65,151026,88,62,605.09,30462.97,2023-10-17 00:14:41.330575,2024-08-29 00:14:41.330575,Regular,"Clothing, Books, Beauty"
525,56,95629,42,35,990.46,33896.9,2022-10-14 00:14:41.330575,2024-02-04 00:14:41.330575,VIP,"Home & Garden, Electronics"
526,46,140993,72,19,332.0,6319.65,2022-02-15 00:14:41.330575,2022-10-24 00:14:41.330575,Regular,"Sports, Electronics"
527,59,146944,24,30,941.86,23930.18,2021-11-30 00:14:41.330575,2023-04-16 00:14:41.330575,New,"Books, Beauty"
528,72,125947,80,78,915.58,61961.63,2022-01-02 00:14:41.330575,2022-04-30 00:14:41.330575,Regular,"Clothing, Beauty"
529,43,46399,49,84,21.37,1688.67,2023-10-12 00:14:41.330575,2024-03-21 00:14:41.330575,Regular,Clothing
530,52,148177,26,25,455.62,12582.75,2021-08-12 00:14:41.330575,2023-07-22 00:14:41.330575,Regular,"Electronics, Clothing, Beauty"
531,67,129575,91,40,977.33,39203.95,2020-07-19 00:14:41.330575,2020-09-01 00:14:41.330575,New,Books
532,42,130904,37,88,112.09,10408.02,2020-02-28 00:14:41.330575,2021-01-06 00:14:41.330575,Regular,"Home & Garden, Electronics"
533,41,50678,68,14,552.31,9232.95,2022-02-15 00:14:41.330575,2022-08-12 00:14:41.330575,New,Clothing
534,30,96218,50,26,979.17,28187.62,2020-04-08 00:14:41.330575,2021-05-30 00:14:41.330575,Regular,"Books, Electronics"
535,77,83230,24,87,559.94,47435.75,2021-10-30 00:14:41.330575,2023-05-08 00:14:41.330575,New,Electronics
536,75,94055,19,22,197.92,4260.96,2023-12-02 00:14:41.330575,2024-08-28 00:14:41.330575,Regular,"Books, Home & Garden, Sports"
537,24,182552,100,48,586.36,29482.43,2021-01-06 00:14:41.330575,2024-01-12 00:14:41.330575,Regular,"Electronics, Sports, Clothing"
538,74,92258,60,83,212.4,18795.3,2019-11-02 00:14:41.330575,2020-09-22 00:14:41.330575,New,"Beauty, Home & Garden"
539,53,59986,39,51,524.51,26757.62,2022-08-15 00:14:41.330575,2024-07-04 00:14:41.330575,Regular,Beauty
540,62,175232,74,3,83.3,264.38,2024-05-02 00:14:41.330575,2024-08-10 00:14:41.330575,Regular,Beauty
541,37,105595,89,42,609.43,20717.78,2021-02-21 00:14:41.330575,2022-07-20 00:14:41.330575,VIP,"Electronics, Sports"
542,18,121358,18,19,521.62,9631.78,2021-12-28 00:14:41.330575,2022-07-29 00:14:41.330575,VIP,Books
543,25,84929,19,73,742.76,49426.96,2022-05-17 00:14:41.330575,2022-07-29 00:14:41.330575,Regular,"Sports, Books, Electronics"
544,63,93506,36,28,634.39,15128.14,2019-11-06 00:14:41.330575,2024-03-10 00:14:41.330575,Regular,"Home & Garden, Electronics, Clothing"
545,33,54911,74,84,554.11,39089.56,2024-02-24 00:14:41.330575,2024-04-30 00:14:41.330575,Regular,Sports
546,31,107127,97,45,692.88,32466.6,2021-04-10 00:14:41.330575,2022-08-31 00:14:41.330575,Regular,"Home & Garden, Beauty"
547,29,182893,55,71,152.5,10929.71,2024-05-26 00:14:41.330575,2024-08-09 00:14:41.330575,New,"Home & Garden, Books, Electronics"
548,68,133453,69,78,599.41,42145.61,2020-02-20 00:14:41.330575,2023-03-12 00:14:41.330575,Regular,Home & Garden
549,40,104458,47,63,180.39,11232.51,2023-03-22 00:14:41.330575,2024-08-21 00:14:41.330575,Regular,"Sports, Home & Garden, Clothing"
550,32,32175,49,73,926.27,67407.62,2024-05-21 00:14:41.330575,2024-06-02 00:14:41.330575,New,"Books, Electronics, Clothing"
551,45,139235,99,19,77.65,1295.36,2021-02-18 00:14:41.330575,2023-12-12 00:14:41.330575,Regular,"Electronics, Beauty"
552,51,74771,98,47,436.07,21742.17,2023-07-18 00:14:41.330575,2023-12-02 00:14:41.330575,Regular,"Electronics, Clothing"
553,19,147157,33,14,698.84,10883.14,2021-07-26 00:14:41.330575,2023-03-17 00:14:41.330575,Regular,Beauty
554,49,141300,21,38,463.44,19663.87,2023-05-15 00:14:41.330575,2023-05-31 00:14:41.330575,New,"Electronics, Beauty, Books"
555,40,106925,81,53,101.17,5581.79,2019-12-19 00:14:41.330575,2022-11-28 00:14:41.330575,Regular,"Books, Electronics, Clothing"
556,80,86358,22,61,557.85,34187.27,2022-12-01 00:14:41.330575,2023-10-21 00:14:41.330575,Regular,"Home & Garden, Books, Clothing"
557,39,168399,48,36,645.22,19149.16,2021-11-24 00:14:41.330575,2024-08-11 00:14:41.330575,Regular,Beauty
558,68,67057,37,40,706.75,25870.8,2022-06-03 00:14:41.330575,2024-06-02 00:14:41.330575,Regular,Home & Garden
559,42,26150,15,81,379.53,25740.48,2020-11-27 00:14:41.330575,2022-11-13 00:14:41.330575,Regular,"Clothing, Sports, Home & Garden"
560,75,24425,35,30,568.02,20202.13,2023-01-14 00:14:41.330575,2023-10-17 00:14:41.330575,VIP,"Books, Clothing"
561,80,36032,92,9,456.18,3506.33,2021-04-14 00:14:41.330575,2022-10-01 00:14:41.330575,New,Sports
562,79,22198,71,64,675.34,37201.41,2022-07-08 00:14:41.330575,2023-11-05 00:14:41.330575,VIP,"Home & Garden, Clothing, Electronics"
563,78,171151,32,33,587.72,22417.06,2020-07-25 00:14:41.330575,2020-12-23 00:14:41.330575,Regular,"Electronics, Books"
564,39,187292,11,52,530.5,32484.48,2021-05-02 00:14:41.330575,2023-12-12 00:14:41.330575,New,"Home & Garden, Clothing"
565,75,192946,10,89,257.03,25308.08,2021-06-22 00:14:41.330575,2022-03-07 00:14:41.330575,Regular,Clothing
566,75,164931,73,14,12.0,134.76,2019-09-04 00:14:41.330575,2020-07-23 00:14:41.330575,New,"Home & Garden, Clothing, Beauty"
567,39,182491,78,75,182.34,10947.76,2022-07-02 00:14:41.330575,2022-12-16 00:14:41.330575,New,"Beauty, Books, Sports"
568,66,138865,77,53,125.9,6347.34,2020-11-09 00:14:41.330575,2022-09-27 00:14:41.330575,Regular,Sports
569,69,159777,57,99,454.59,38584.9,2020-01-05 00:14:41.330575,2020-11-09 00:14:41.330575,Regular,"Home & Garden, Books, Electronics"
570,59,193952,25,59,616.14,29349.16,2022-09-11 00:14:41.330575,2024-01-02 00:14:41.330575,VIP,Beauty
571,23,43236,2,78,220.95,16986.39,2020-12-30 00:14:41.330575,2023-12-14 00:14:41.330575,Regular,"Electronics, Clothing"
572,32,107955,64,94,939.67,103983.06,2021-06-15 00:14:41.330575,2023-02-24 00:14:41.330575,New,Home & Garden
573,71,123145,35,41,16.62,633.4,2022-11-19 00:14:41.330575,2024-03-05 00:14:41.330575,Regular,"Books, Electronics"
574,60,166430,7,68,774.58,56066.44,2021-11-10 00:14:41.330575,2023-02-13 00:14:41.330575,Regular,Home & Garden
575,77,114914,85,68,628.95,45372.96,2022-01-22 00:14:41.330575,2022-12-11 00:14:41.330575,VIP,"Beauty, Electronics"
576,54,122870,18,92,379.82,31464.19,2023-05-28 00:14:41.330575,2024-03-24 00:14:41.330575,VIP,Sports
577,50,136243,67,8,59.98,508.71,2020-01-09 00:14:41.330575,2022-05-03 00:14:41.330575,VIP,Books
578,25,34596,42,2,631.21,1117.16,2020-11-13 00:14:41.330575,2024-01-21 00:14:41.330575,Regular,"Books, Clothing"
579,70,184644,39,86,391.76,28597.33,2021-09-22 00:14:41.330575,2023-07-20 00:14:41.330575,Regular,Clothing
580,77,152351,41,41,936.9,41507.19,2021-01-15 00:14:41.330575,2021-10-03 00:14:41.330575,New,"Clothing, Beauty"
581,61,131496,75,55,546.57,25413.15,2022-08-19 00:14:41.330575,2023-10-12 00:14:41.330575,VIP,Electronics
582,61,150273,24,16,940.25,18034.2,2023-01-06 00:14:41.330575,2023-09-03 00:14:41.330575,New,"Sports, Home & Garden, Beauty"
583,22,158155,60,93,228.28,18541.91,2020-03-31 00:14:41.330575,2021-03-20 00:14:41.330575,New,Beauty
584,56,140674,46,62,728.47,46865.91,2022-02-20 00:14:41.330575,2024-06-17 00:14:41.330575,New,"Clothing, Home & Garden, Sports"
585,21,140307,19,48,621.08,28755.01,2019-10-17 00:14:41.330575,2021-11-24 00:14:41.330575,Regular,Home & Garden
586,23,168843,68,30,742.01,18933.6,2022-09-27 00:14:41.330575,2024-05-07 00:14:41.330575,Regular,"Clothing, Home & Garden, Beauty"
587,62,181047,90,12,222.52,2165.93,2023-03-28 00:14:41.330575,2023-09-23 00:14:41.330575,Regular,"Clothing, Home & Garden"
588,49,196720,42,35,668.34,24540.28,2021-02-18 00:14:41.330575,2021-04-24 00:14:41.330575,VIP,Books
589,69,199357,32,11,503.06,6212.66,2023-08-06 00:14:41.330575,2024-06-08 00:14:41.330575,VIP,"Clothing, Books"
590,47,39063,39,64,745.4,54232.02,2020-12-06 00:14:41.330575,2021-05-25 00:14:41.330575,Regular,Electronics
591,64,87642,36,50,333.77,16573.11,2020-09-27 00:14:41.330575,2022-01-13 00:14:41.330575,New,Books
592,52,110093,97,85,891.16,84155.35,2022-08-05 00:14:41.330575,2024-01-20 00:14:41.330575,VIP,"Electronics, Clothing, Sports"
593,72,188671,36,21,93.46,2098.36,2019-09-29 00:14:41.330575,2023-07-20 00:14:41.330575,VIP,"Beauty, Home & Garden, Sports"
594,57,179601,3,69,809.12,60837.27,2021-11-04 00:14:41.330575,2023-01-16 00:14:41.330575,Regular,"Electronics, Home & Garden, Beauty"
595,69,55954,73,48,862.71,41287.49,2022-09-27 00:14:41.330575,2023-05-11 00:14:41.330575,Regular,"Beauty, Books"
596,33,47856,8,20,819.08,17255.8,2022-05-04 00:14:41.330575,2023-07-21 00:14:41.330575,New,"Home & Garden, Books"
597,30,22573,97,67,517.6,38917.36,2021-03-03 00:14:41.330575,2022-05-18 00:14:41.330575,VIP,"Beauty, Home & Garden"
598,67,55367,70,44,444.0,18738.03,2021-05-15 00:14:41.330575,2022-06-14 00:14:41.330575,Regular,Books
599,77,119608,41,33,996.3,36901.88,2021-03-22 00:14:41.330575,2023-03-19 00:14:41.330575,Regular,"Sports, Electronics"
600,59,80774,68,73,236.88,17928.71,2021-08-06 00:14:41.330575,2021-10-28 00:14:41.330575,New,"Books, Home & Garden"
601,47,43752,13,61,551.41,29140.91,2023-01-27 00:14:41.330575,2024-07-30 00:14:41.330575,VIP,"Clothing, Electronics"
602,36,75029,49,9,673.97,4912.47,2020-03-05 00:14:41.330575,2023-01-05 00:14:41.330575,Regular,"Home & Garden, Beauty, Electronics"
603,34,168757,60,68,703.86,45234.9,2022-08-30 00:14:41.330575,2024-07-22 00:14:41.330575,New,"Books, Sports, Clothing"
604,73,150282,2,35,211.98,7557.88,2022-10-30 00:14:41.330575,2024-03-05 00:14:41.330575,Regular,"Books, Electronics, Clothing"
605,80,71693,60,81,657.45,60492.09,2024-01-10 00:14:41.330575,2024-01-21 00:14:41.330575,Regular,"Beauty, Electronics, Sports"
606,36,136739,5,98,820.19,68401.75,2024-02-21 00:14:41.330575,2024-03-04 00:14:41.330575,Regular,Beauty
607,45,75961,44,88,59.52,5866.72,2021-12-28 00:14:41.330575,2022-04-26 00:14:41.330575,Regular,Books
608,75,146678,27,96,912.41,100309.94,2021-04-23 00:14:41.330575,2023-12-18 00:14:41.330575,Regular,Home & Garden
609,72,94532,32,65,39.21,2192.54,2021-11-16 00:14:41.330575,2022-11-03 00:14:41.330575,VIP,"Home & Garden, Beauty, Electronics"
610,43,101994,21,8,362.41,3307.03,2024-03-14 00:14:41.330575,2024-05-09 00:14:41.330575,New,"Clothing, Home & Garden"
611,54,76133,8,45,25.66,1381.69,2024-06-11 00:14:41.330575,2024-07-20 00:14:41.330575,New,"Electronics, Home & Garden, Sports"
612,43,81268,72,87,86.37,8195.99,2023-05-22 00:14:41.330575,2024-05-29 00:14:41.330575,New,"Electronics, Books, Sports"
613,70,189315,50,47,912.06,47749.69,2022-11-23 00:14:41.330575,2023-10-24 00:14:41.330575,Regular,"Home & Garden, Books"
614,79,51653,67,40,361.31,17310.59,2023-12-21 00:14:41.330575,2024-04-26 00:14:41.330575,Regular,Beauty
615,40,177729,44,76,430.52,34100.04,2019-11-20 00:14:41.330575,2020-05-10 00:14:41.330575,VIP,"Sports, Books, Clothing"
616,80,191024,58,54,223.19,11126.1,2021-04-03 00:14:41.330575,2021-12-17 00:14:41.330575,Regular,"Sports, Electronics, Clothing"
617,26,173252,3,76,601.12,51853.17,2020-10-19 00:14:41.330575,2022-03-19 00:14:41.330575,Regular,"Books, Clothing"
618,29,141829,86,46,598.86,28809.08,2021-03-01 00:14:41.330575,2023-02-28 00:14:41.330575,VIP,Electronics
619,70,148377,70,47,378.48,18366.3,2024-02-21 00:14:41.330575,2024-03-02 00:14:41.330575,New,"Home & Garden, Beauty, Sports"
620,18,21622,2,15,339.7,4593.36,2020-02-18 00:14:41.330575,2022-06-05 00:14:41.330575,VIP,Electronics
621,75,68756,87,19,886.11,18562.36,2021-07-14 00:14:41.330575,2021-11-07 00:14:41.330575,Regular,Electronics
622,75,60809,44,26,389.45,8431.34,2024-04-15 00:14:41.330575,2024-08-30 00:14:41.330575,Regular,Electronics
623,18,36725,2,52,498.57,30325.61,2021-04-07 00:14:41.330575,2024-05-20 00:14:41.330575,Regular,"Home & Garden, Books"
624,64,71226,81,93,290.47,25131.65,2021-01-29 00:14:41.330575,2021-07-09 00:14:41.330575,Regular,"Beauty, Clothing"
625,51,101182,35,22,788.9,14771.69,2023-05-02 00:14:41.330575,2023-07-07 00:14:41.330575,New,"Beauty, Home & Garden"
626,49,49402,98,21,403.47,8277.54,2019-10-04 00:14:41.330575,2024-07-04 00:14:41.330575,Regular,Clothing
627,79,24263,87,51,518.47,21602.77,2020-06-15 00:14:41.330575,2021-12-09 00:14:41.330575,Regular,"Home & Garden, Clothing"
628,71,197900,30,38,260.82,10643.1,2021-04-18 00:14:41.330575,2023-08-04 00:14:41.330575,VIP,Electronics
629,65,67924,8,20,987.78,22937.88,2022-08-04 00:14:41.330575,2022-10-08 00:14:41.330575,Regular,Sports
